paper_title,keywords,journal_name
a light to lighten our darkness: lighthouse optics and the later development of fresnel's revolutionary refracting lens 1780–1900,lighthouse optics stevenson fresnel lenses dioptric catadioptric catoptric prisms soleil chance brothers faraday physiology holophote azimuthal condensing light dioptric mirror group flashing mercury float,transactions of the newcomen society
longstanding design: roman engineering of aqueduct arcades,roman engineering aqueduct arcade arch geometric design principles barbegal mill and aqueduct system retrospective analysis,transactions of the newcomen society
building a 21st century newcomen engine,new zealand built 21st century working (operating) newcomen engine,transactions of the newcomen society
how biotechnology helped maintain the supply of acetone for the manufacture of cordite during world war i,acetone cordite holton heath world war 1 and ab fermentation,transactions of the newcomen society
the cast-iron bridge at sunderland,sunderland cast-iron bridge rowland burdon thomas wilson joshua walker william yates bridge centering john grimshaw,transactions of the newcomen society
coalbrookdale and the iron bridge — new insights from the artists’ views,coalbrookdale iron bridge artist engraving engineering drawing scaffold abutment cast iron model abraham darby john wilkinson thomas farnolls pritchard francis vivares elias martin john edmunds william williams and edward edgcombe,transactions of the newcomen society
"a gps-based bicycle route choice model for san francisco, california",route choice travel demand model global positioning system (gps) cycling telecommunications,transportation letters
"if telecommunication is such a good substitute for travel, why does congestion continue to get worse?",complementarity dematerialization ict rebound effect telecommuting telework transportation demand management (tdm),transportation letters
lane changing models: a critical review,lane changing models lane changing maneuvers drivers,transportation letters
the impact of transportation infrastructure on economic growth: empirical evidence from pakistan,transportation infrastructure economic growth granger causality time series analysis,transportation letters
the close–open mixed multi depot vehicle routing problem considering internal and external fleet of vehicles,vehicle routing problem multi-depot vrp close–open mixed vrp heterogeneous fleet of vehicles hybrid genetic algorithm analytic hierarchical process,transportation letters
variable speed limit: an overview,variable speed limit shockwave capacity drop traffic breakdown traffic hysteresis macroscopic microscopic,transportation letters
the impact of autonomous vehicles on urban traffic network capacity: an experimental analysis by microscopic traffic simulation,autonomous vehicles macroscopic fundamental diagram urban road capacity sumo generalized additive model,transportation letters
"structural equation models to analyze activity participation, trip generation, and mode choice of low-income commuters",low-income commuters activity participation trip generation mode choice accessibility structural equation modeling,transportation letters
explaining transit ridership: what has the evidence shown?,transit ridership travel demand,transportation letters
framework for the development of the agent-based dynamic activity planning and travel scheduling (adapts) model,travel demand activity-based models scheduling process dynamic models activity planning,transportation letters
"using incentives as traffic management tool: empirical results of the ""peak avoidance"" experiment",reward policy peak spreading commuting travel demand management departure time choice,transportation letters
modeling the effect of mobility-as-a-service on mode choice decisions,mobility-as-a-service stated adaptation experiment travel behavior mode choice,transportation letters
factors affecting carsharing program participants’ car ownership changes,carsharing car ownership car disposal car purchase survey satisfaction,transportation letters
urban travel behavior analyses and route prediction based on floating car data,route choice behavior route prediction floating car data (fcd) geographic information systems (gis),transportation letters
evaluating bicycle–vehicle conflicts and delays on urban streets with bike lane and on-street parking,bicycle vehicle conflict delay street bike lane parking,transportation letters
freight vehicle routing with reliable link travel times: a method based on network fundamental diagram,vehicle routing problem network fundamental diagram traffic flow theory reliable link travel times urban area,transportation letters
fuzzy capacitated location-routing problem with simultaneous pickup and delivery demands,capacitated location-routing problem simultaneous pickup and delivery fuzzy demand greedy clustering method,transportation letters
an evaluation of emerging data collection technologies for travel demand modeling: from research to practice,mobile phone positioning gps bluetooth re-identification travel demand modeling,transportation letters
temporal aggregation in traffic data: implications for statistical characteristics and model choice,data aggregation traffic flow stationarity long memory volatility,transportation letters
quality of public transport service: an integrative review and research agenda,public transport service quality conceptual approach analytical approach,transportation letters
proactive safety evaluation of a multilane unsignalized intersection using surrogate measures,conflict post encroachment time speed of conflicting vehicle threshold value critical speed braking distance,transportation letters
transit signal priority control at signalized intersections: a comprehensive review,transit signal priority passive priority control active priority control system evaluation,transportation letters
how accurate are small drones for measuring microscopic traffic parameters?,unmanned aerial vehicles drones microscopic traffic data intelligent transportation systems computer vision,transportation letters
study of traffic flow characteristics using different vehicle-following models under mixed traffic conditions,vehicle-following behavior car-following models gipps model intelligent driver model (idm) krauss model das and asundi model mixed traffic microscopic simulation,transportation letters
validation of van aerde's simplified steadystate car-following and traffic stream model,traffic stream models car-following models traffic modeling traffic simulation,transportation letters
uncertainty in travel demand forecasting models: literature review and research agenda,uncertainty analysis travel demand forecasting,transportation letters
"moving in and moving around: immigrants, travel behavior, and implications for transport policy",travel behavior immigration mode choice travel demographics,transportation letters
regional impacts of high-speed rail: a review of methods and models,high-speed rail transportation investment regional impacts structural equation modeling,transportation letters
mode choice modeling for long-distance travel,travel demand modeling long-distance travel discrete choice multinomial logit model mode choice,transportation letters
a review of current practice in network disruption analysis and an assessment of the ability to account for isolating links in transportation networks,transportation network modeling network robustness network reliability network disruption link disruption isolating links,transportation letters
short-term traffic flow prediction based on spatio-temporal analysis and cnn deep learning,short-term traffic prediction deep learning convolution neural network spatio-temporal model intelligent transportation,transportmetrica
jointly modeling area-level crash rates by severity: a bayesian multivariate random-parameters spatio-temporal tobit regression,areal traffic safety crash rates by severity spatio-temporal correlation unobserved heterogeneity multivariate random-parameters tobit model,transportmetrica
a review of travel time estimation and forecasting for advanced traveller information systems,advanced traveller information systems intelligent transportation systems travel time estimation travel time prediction,transportmetrica
crowding valuation in urban tram and bus transportation based on smart card data,public transport crowding route choice revealed preference smart card data,transportmetrica
traffic forecasting using least squares support vector machines,traffic forecasting least squares support vector machines (ls-svms) state space travel time index (tti),transportmetrica
transit passengers’ behavioural intentions: the influence of service quality and customer satisfaction,service quality satisfaction passengers’ opinions behavioural intentions,transportmetrica
incorporating pro-environmental preferences towards green automobile technologies through a bayesian hybrid choice model,hybrid choice model latent variables pro-environmental preferences discrete choice gibbs sampling,transportmetrica
regret theory-based route choices and traffic equilibria,regret theory expected utility theory regret aversion risk aversion traffic equilibria,transportmetrica
effects of service quality and customer satisfaction on customer loyalty in high-speed rail services in taiwan,service quality customer satisfaction customer loyalty structural equation modeling high-speed rail,transportmetrica
area occupancy characteristics of heterogeneous traffic,occupancy heterogeneous traffic passenger car unit,transportmetrica
hybrid predictive control strategy for a public transport system with uncertain demand,hybrid predictive control public transport holding station skipping,transportmetrica
modelling user perception of bus transit quality considering user and service heterogeneity,perceived quality random-ordered probit heterogeneity systematic variations in tastes public transport,transportmetrica
real-time road traffic state prediction based on kernel-knn,road traffic kernel-knn kernel function state prediction,transportmetrica
"bus dwell time: the effect of different fare collection systems, bus floor level and age of passengers",bus dwell time passengers low floor prepaid cards time saving crowding,transportmetrica
bayesian network with quantitative input for maritime risk analysis,bayesian networks binary regression quantitative input risk assessment,transportmetrica
application of gas-kinetic theory to modelling mixed traffic of manual and acc vehicles,gas kinetic theory linear stability adaptive cruise control traffic flow dynamics,transportmetrica
a methodology for road traffic resilience analysis and review of related concepts,resilience traffic flow disturbances robustness,transportmetrica
dynamic traffic assignment: properties and extensions,dynamic traffic assignment point queue physical queue bounded rationality cell transmission model route swapping algorithm,transportmetrica
safety impacts of pavement surface roughness at two-lane and multi-lane highways: accounting for heterogeneity and seemingly unrelated correlation across crash severities,pavement condition two-lane highways multi-lane highways heterogeneity seemingly unrelated correlation risk compensation,transportmetrica
a classification of public transit users with smart card data based on time series distance metrics and a hierarchical clustering method,public transportation data smart card users’ behavior time-series classification cross-correlation dynamic time warping,transportmetrica
c-logit stochastic user equilibrium model: formulations and solution algorithm,stochastic user equilibrium c-logit mathematical program variational inequality gradient projection,transportmetrica
dynamic multi-interval bus travel time prediction using bus transit data,bus arrival information travel time prediction non-parametric regression multi-interval,transportmetrica
a spatio-temporal analysis of the impact of congestion on traffic safety on major roads in the uk,traffic congestion road traffic accidents spatial autocorrelation spatio-temporal analysis random-effect negative binomial models bayesian hierarchical spatial models,transportmetrica
identification of critical combination of vulnerable links in transportation networks – a global optimisation approach,resilience vulnerability transport network mpec global optimisation,transportmetrica
"the effects of service quality, image, and customer satisfaction on customer complaints and loyalty in high-speed rail service in turkey: a proposal of the structural equation model",high-speed rail (hsr) service quality customer loyalty corporate image passenger complaint structural equation model (sem),transportmetrica
the value of new public transport links for network robustness and redundancy,public transport network robustness network resilience welfare network expansion,transportmetrica
passenger car units and saturation flow models for highly heterogeneous traffic at urban signalised intersections,heterogeneous traffic passenger car unit saturation flow delay,transportmetrica
understanding public transit patterns with open geodemographics to facilitate public transport planning,personalised smart card data transport planning latent dirichlet allocation modelling travel pattern analysis geodemographics,transportmetrica
modeling air passenger travel behavior on airport ground access mode choices,air passenger travel behavior ground access mode choice safety margin hong kong international airport,transportmetrica
a passing gap acceptance model for two-lane rural highways,passing gap acceptance driving style driving simulator two-lane rural highways,transportmetrica
short-term traffic flow prediction based on spatio-temporal analysis and cnn deep learning,short-term traffic prediction deep learning convolution neural network spatio-temporal model intelligent transportation,transportmetrica a: transport science
jointly modeling area-level crash rates by severity: a bayesian multivariate random-parameters spatio-temporal tobit regression,areal traffic safety crash rates by severity spatio-temporal correlation unobserved heterogeneity multivariate random-parameters tobit model,transportmetrica a: transport science
a review of travel time estimation and forecasting for advanced traveller information systems,advanced traveller information systems intelligent transportation systems travel time estimation travel time prediction,transportmetrica a: transport science
crowding valuation in urban tram and bus transportation based on smart card data,public transport crowding route choice revealed preference smart card data,transportmetrica a: transport science
traffic forecasting using least squares support vector machines,traffic forecasting least squares support vector machines (ls-svms) state space travel time index (tti),transportmetrica a: transport science
transit passengers’ behavioural intentions: the influence of service quality and customer satisfaction,service quality satisfaction passengers’ opinions behavioural intentions,transportmetrica a: transport science
incorporating pro-environmental preferences towards green automobile technologies through a bayesian hybrid choice model,hybrid choice model latent variables pro-environmental preferences discrete choice gibbs sampling,transportmetrica a: transport science
regret theory-based route choices and traffic equilibria,regret theory expected utility theory regret aversion risk aversion traffic equilibria,transportmetrica a: transport science
effects of service quality and customer satisfaction on customer loyalty in high-speed rail services in taiwan,service quality customer satisfaction customer loyalty structural equation modeling high-speed rail,transportmetrica a: transport science
area occupancy characteristics of heterogeneous traffic,occupancy heterogeneous traffic passenger car unit,transportmetrica a: transport science
hybrid predictive control strategy for a public transport system with uncertain demand,hybrid predictive control public transport holding station skipping,transportmetrica a: transport science
modelling user perception of bus transit quality considering user and service heterogeneity,perceived quality random-ordered probit heterogeneity systematic variations in tastes public transport,transportmetrica a: transport science
real-time road traffic state prediction based on kernel-knn,road traffic kernel-knn kernel function state prediction,transportmetrica a: transport science
"bus dwell time: the effect of different fare collection systems, bus floor level and age of passengers",bus dwell time passengers low floor prepaid cards time saving crowding,transportmetrica a: transport science
bayesian network with quantitative input for maritime risk analysis,bayesian networks binary regression quantitative input risk assessment,transportmetrica a: transport science
application of gas-kinetic theory to modelling mixed traffic of manual and acc vehicles,gas kinetic theory linear stability adaptive cruise control traffic flow dynamics,transportmetrica a: transport science
a methodology for road traffic resilience analysis and review of related concepts,resilience traffic flow disturbances robustness,transportmetrica a: transport science
dynamic traffic assignment: properties and extensions,dynamic traffic assignment point queue physical queue bounded rationality cell transmission model route swapping algorithm,transportmetrica a: transport science
safety impacts of pavement surface roughness at two-lane and multi-lane highways: accounting for heterogeneity and seemingly unrelated correlation across crash severities,pavement condition two-lane highways multi-lane highways heterogeneity seemingly unrelated correlation risk compensation,transportmetrica a: transport science
a classification of public transit users with smart card data based on time series distance metrics and a hierarchical clustering method,public transportation data smart card users’ behavior time-series classification cross-correlation dynamic time warping,transportmetrica a: transport science
c-logit stochastic user equilibrium model: formulations and solution algorithm,stochastic user equilibrium c-logit mathematical program variational inequality gradient projection,transportmetrica a: transport science
dynamic multi-interval bus travel time prediction using bus transit data,bus arrival information travel time prediction non-parametric regression multi-interval,transportmetrica a: transport science
a spatio-temporal analysis of the impact of congestion on traffic safety on major roads in the uk,traffic congestion road traffic accidents spatial autocorrelation spatio-temporal analysis random-effect negative binomial models bayesian hierarchical spatial models,transportmetrica a: transport science
identification of critical combination of vulnerable links in transportation networks – a global optimisation approach,resilience vulnerability transport network mpec global optimisation,transportmetrica a: transport science
"the effects of service quality, image, and customer satisfaction on customer complaints and loyalty in high-speed rail service in turkey: a proposal of the structural equation model",high-speed rail (hsr) service quality customer loyalty corporate image passenger complaint structural equation model (sem),transportmetrica a: transport science
the value of new public transport links for network robustness and redundancy,public transport network robustness network resilience welfare network expansion,transportmetrica a: transport science
passenger car units and saturation flow models for highly heterogeneous traffic at urban signalised intersections,heterogeneous traffic passenger car unit saturation flow delay,transportmetrica a: transport science
understanding public transit patterns with open geodemographics to facilitate public transport planning,personalised smart card data transport planning latent dirichlet allocation modelling travel pattern analysis geodemographics,transportmetrica a: transport science
modeling air passenger travel behavior on airport ground access mode choices,air passenger travel behavior ground access mode choice safety margin hong kong international airport,transportmetrica a: transport science
a passing gap acceptance model for two-lane rural highways,passing gap acceptance driving style driving simulator two-lane rural highways,transportmetrica a: transport science
a review of system dynamics models applied in transportation,system dynamics transport modelling transportation,transportmetrica b: transport dynamics
a novel work zone short-term vehicle-type specific traffic speed prediction model through the hybrid emd–arima framework,short-term traffic prediction work zone vehicle-type specific empirical mode decomposition arima emd–arima,transportmetrica b: transport dynamics
delay-compensating strategy to enhance string stability of adaptive cruise controlled vehicles,adaptive cruise control string stability system delay model predictive control anticipatory control,transportmetrica b: transport dynamics
travel through time: the story of research on travel time reliability,research review travel time reliability reliability metrics reliability modelling valuation,transportmetrica b: transport dynamics
a cell-based dynamic congestion pricing scheme considering travel distance and time delay,joint distance and time-delay toll path-based cell transmission model dynamic user equilibrium bi-level programming model variational inequality,transportmetrica b: transport dynamics
passenger flow control with multi-station coordination in subway networks: algorithm development and real-world case study,subway route choice stochastic user equilibrium multi-station coordination passenger flow control,transportmetrica b: transport dynamics
a multiclass microscopic model for heterogeneous platoon with vehicle-to-vehicle communication,heterogeneous platoon multiclass microscopic model vehicle-to-vehicle communication consensus control linear stability,transportmetrica b: transport dynamics
stability of cacc-manual heterogeneous vehicular flow with partial cacc performance degrading,cooperative adaptive cruise control (cacc) adaptive cruise control (acc) stability heterogeneous traffic flow degradation,transportmetrica b: transport dynamics
temporal evolution analysis of the european air transportation system: air navigation route network and airport network,temporal evolution analysis air navigation route system air transportation systems complex network,transportmetrica b: transport dynamics
effect of the car-following combinations on the instability of heterogeneous traffic flow,heterogeneous traffic flow car-following combinations traffic instabilities linear method,transportmetrica b: transport dynamics
an optimisation method for train scheduling with minimum energy consumption and travel time in metro rail systems,metro rail systems energy consumption travel time adaptive genetic algorithm operation strategy,transportmetrica b: transport dynamics
multi-constrained bus holding control in time windows with branch and bound and alternating minimization,dynamic bus holding nonlinear programming periodic control discrete optimization bus bunching,transportmetrica b: transport dynamics
building sparse models for traffic flow prediction: an empirical comparison between statistical heuristics and geometric heuristics for bayesian network approaches,traffic flow prediction bayesian networks sparse model,transportmetrica b: transport dynamics
traffic-responsive signals combined with perimeter control: investigating the benefits,macroscopic or network fundamental diagram gating or perimeter control traffic-responsive signal control large-scale networks,transportmetrica b: transport dynamics
evolution of domestic airport networks: a review and comparative analysis,network evolution domestic airport network complex network,transportmetrica b: transport dynamics
analysis of one-way and two-way street configurations on urban grid networks,urban traffic grid networks one-way streets two-way streets left turns sta dta,transportmetrica b: transport dynamics
implementing transit signal priority in a connected vehicle environment with and without bus stops,transit signal priority traffic flow connected vehicle technology intersection signal optimization multimodal traffic control,transportmetrica b: transport dynamics
observability of traffic networks. optimal location of counting and scanning devices,observability plate scanning optimal counter location,transportmetrica b: transport dynamics
an energy-efficient rescheduling approach under delay perturbations for metro systems,metro trains rescheduling approach regenerative braking energy consumption,transportmetrica b: transport dynamics
characterizing the impact of production adaptive cruise control on traffic flow: an investigation,adaptive cruise control traffic flow fundamental diagram throughput,transportmetrica b: transport dynamics
managing morning commute congestion with a tradable credit scheme under commuter heterogeneity and market loss aversion behavior,single bottleneck model tradable credit scheme heterogeneous commuters market loss aversion system optimal,transportmetrica b: transport dynamics
multiline holding based control for lines merging to a shared transit corridor,line coordination corridor management fork line operations holding control,transportmetrica b: transport dynamics
estimating freeway travel time and its reliability using radar sensor data,probe vehicles queue spillback radar sensor data travel time reliability,transportmetrica b: transport dynamics
agent-based day-to-day adjustment process to evaluate dynamic flexible transport service policies,flexible transport services agent-based stochastic user equilibrium day-to-day adjustment last mile problem dynamic routing,transportmetrica b: transport dynamics
coordinated control method to self-equalize bus headways: an analytical method,bus bunching bus holding stop-skipping coordinated control transit operation,transportmetrica b: transport dynamics
considering passenger choices and overtaking in the bus bunching problem,bus bunching passenger behaviour at stops queue switching service regularity,transportmetrica b: transport dynamics
three-phase classification of an uninterrupted traffic flow: a k-means clustering study,traffic data analysis clustering k-means algorithm silhouette analysis shannon entropy,transportmetrica b: transport dynamics
a tensor-based k-nearest neighbors method for traffic speed prediction under data missing,short-term traffic prediction k-nearest neighbors tensor missing data,transportmetrica b: transport dynamics
modelling multi-period customer-searching behaviour of taxi drivers,global positioning system data taxi customer-searching behaviour multinominal logit model rate of return first preference recovery,transportmetrica b: transport dynamics
a functional data approach to missing value imputation and outlier detection for traffic flow data,functional data functional principal component analysis intelligent transportation system traffic flow rate vehicle detector,transportmetrica b: transport dynamics
oral tribology: update on the relevance to study astringency in wines,oral tribology wine astringency mucin saliva lubrication tannins proline-rich proteins,"tribology - materials, surfaces and interfaces"
tribological behaviour of aisi 316l stainless steel for biomedical applications,tribological behaviour friction wear biomaterial prosthetic tribometer ss aisi 316l,"tribology - materials, surfaces and interfaces"
effect of graphene addition and tribological performance of al 6061/graphene flake composite,microwave sintering graphene wear surface roughness,"tribology - materials, surfaces and interfaces"
tribological studies of automotive piston ring by diamond-like carbon coating,piston ring friction surface engineering dlc coating wear resistance,"tribology - materials, surfaces and interfaces"
high temperature sliding wear behavior of aa6061/fly ash aluminum matrix composites prepared using compocasting process,aluminum matrix composite fly ash wear rate worn surface,"tribology - materials, surfaces and interfaces"
solid particle erosion behaviour of ti6al4v alloy,solid particle erosion impingement angle impingement velocity erodent particle size ti6al4v alloy electron microscopy,"tribology - materials, surfaces and interfaces"
effects of carbon fillers on the tribological and mechanical properties of an epoxy-based polymer (su-8),polymers carbon graphite polymer-matrix composite,"tribology - materials, surfaces and interfaces"
"effect of current density, mos2 content and bath agitation on tribological properties of electrodeposited nanostructured ni-mos2 composite coatings",mos2 electroplating composite coatings wear resistance friction coefficient,"tribology - materials, surfaces and interfaces"
effect of reinforcement on wear behaviour of aluminium hybrid composites,metal matrix composites stir casting fracture surfaces wornout surfaces scanning electron microscopy wear debris,"tribology - materials, surfaces and interfaces"
"dry sliding wear behaviour of nickel-, iron- and cobalt-based superalloys",sliding wear superalloys wear testing surface analysis,"tribology - materials, surfaces and interfaces"
texture shape effects on hydrodynamic journal bearing performances using mass-conserving numerical approach,hydrodynamic journal bearing surface texturing bottom profile contour geometry wedge effect dimple shapes,"tribology - materials, surfaces and interfaces"
review of top of rail friction modifier tribology,tribology friction modifier wheel–rail contact lubriction third-body,"tribology - materials, surfaces and interfaces"
dry sliding wear and friction studies on alsi10mg–fly ash–graphite hybrid metal matrix composites using taguchi method,hybrid aluminium metal matrix composites dry sliding wear coefficient of friction tribological parameters taguchi technique analysis of variance,"tribology - materials, surfaces and interfaces"
feasibility study of micro-groove cross hatched surface texturing on ti6al4v for improved biotribological performance in metal-on-polymer hip implant,cross hatched texturing hip implant laser surface texturing metal-on-polymer uhmwpe wear,"tribology - materials, surfaces and interfaces"
investigation of graphene oxide as reinforcement for orthopaedic applications,uhmwpe nanocomposites graphene oxide total joint replacements,"tribology - materials, surfaces and interfaces"
surface performances of pvd zrn coatings in biological environments,pvd coating zrn wear corrosion bioadhesion,"tribology - materials, surfaces and interfaces"
tribological analysis of surfactant modified nanolubricants containing ceo2 nanoparticles,wear nanoparticles boundary lubrication tribology surface morphology,"tribology - materials, surfaces and interfaces"
tribological behaviours of cu nanoparticles recovered from electroplating effluent as lubricant additive,copper electroplating effluent chemical reduction cu nanoparticles antifriction antiwear tribological behaviours,"tribology - materials, surfaces and interfaces"
experimental study of tribological properties of lithium-based grease with cu nanoparticle additive,nano-lubrication additives nano-cu self-repair bearing,"tribology - materials, surfaces and interfaces"
abrasive wear behaviour of hardened high strength boron steel,boron steel abrasive wear water quenching tool quenching,"tribology - materials, surfaces and interfaces"
contributions of adhesion and hysteresis to coefficient of friction between shoe and floor surfaces: effects of floor roughness and sliding speed,shoe–floor friction elastomers surface roughness hysteresis adhesion,"tribology - materials, surfaces and interfaces"
development of synergy model for erosion–corrosion of carbon steel in a slurry pot,modelling erosion-corrosion synergy,"tribology - materials, surfaces and interfaces"
"textured surfaces in sliding boundary lubricated contacts – mechanisms, possibilities and limitations",texture friction boundary lubrication wear,"tribology - materials, surfaces and interfaces"
influence of the multi-walled carbon nanotube and short carbon fibre composition on tribological properties of epoxy composites,multi-walled carbon nanotube short carbon fibres epoxy resin brake pad tribology,"tribology - materials, surfaces and interfaces"
challenges of simulating ‘fired engine’ ring-liner oil additive/surface interactions in ring-liner bench tribometer,engine tribochemistry piston ring cylinder liner friction lubrication,"tribology - materials, surfaces and interfaces"
dry sliding wear behaviour of in-situ fabricated tic particulate reinforced aa6061 aluminium alloy,fesem xrd ebsd tic and eds,"tribology - materials, surfaces and interfaces"
"an overall review on the tribological, thermal and rheological properties of nanolubricants",nanoparticles thermal properties rheology friction wear lubrication hybrid nanolubricants biolubrication,"tribology - materials, surfaces and interfaces"
tribological characteristic evaluation of coconut oil dispersed with surfactant modified ceria-zirconia hybrid nanoparticles,nanolubrication precipitation method rsm anova,"tribology - materials, surfaces and interfaces"
a model for mechanical seals with regular microsurface structure,mechanical seals seals,tribology transactions
a finite element based elastic-plastic model for the contact of rough surfaces,contact mechanics elastic-plastic contact rough surfaces,tribology transactions
analytical and experimental investigation of laser-textured mechanical seal faces,seals mechanical seals,tribology transactions
a laser surface textured parallel thrust bearing,bearings hydrodynamic bearings slider bearings parallel sliders surface texturing,tribology transactions
experimental investigation of laser surface texturing for reciprocating automotive components,automotive friction piston rings surface texturing testing,tribology transactions
a review on grease lubrication in rolling bearings,ehl with greases grease application greases lubricant degradation rolling element bearings general starvation in ehl,tribology transactions
friction-reducing surface-texturing in reciprocating automotive components,automotive friction hydrodynamic lubrication piston rings surface texturing,tribology transactions
a review of elasto-hydrodynamic lubrication theory,elasto-hydrodynamic lubrication starvation friction,tribology transactions
a laser surface textured hydrostatic mechanical seal,mechanical seals hydrostatic seals surface texturing,tribology transactions
use of the roughness parameters ssk and sku to control friction—a method for designing surface texturing,surface roughness roughness parameters surface texturing friction,tribology transactions
application of nanofluids in minimum quantity lubrication grinding,grinding minimum quantity lubrication (mql) nanofluids abrasive wear thermal analysis,tribology transactions
ionic liquid lubricants: basics and applications,ionic liquids lubricants lubricant additives tribochemical tribofilm,tribology transactions
effect of particle size on the wear resistance of alumina-filled ptfe micro- and nanocomposites,ptfe nano-composites wear friction self lubrication nanotribology self-lubricating composites,tribology transactions
"a computer program package for the prediction of ehl and mixed lubrication characteristics, friction, subsurface stresses and flash temperatures based on measured 3-d surface roughness",elastohydrodynamic lubrication boundary lubrication surface roughness,tribology transactions
tribological sensitivity of ptfe/alumina nanocomposites to a range of traditional surface finishes,solid lubricants nanocomposites friction and wear surface roughness,tribology transactions
effect of internal clearance on load distribution and life of radially loaded ball and roller bearings,ball bearings rolling bearings cylindrical roller bearings contact mechanics contacts life prediction methods maintenance,tribology transactions
effect of carbide grain size on the sliding and abrasive wear behavior of thermally sprayed wc-co coatings,abrasive wear mechanisms carbides friction lubricant application methods,tribology transactions
"design, fabrication, and performance of open source generation i and ii compliant hydrodynamic gas foil bearings",foil bearings fluid film bearings turbines,tribology transactions
the effect of laser texturing of steel surfaces and speed-load parameters on the transition of lubrication regime from boundary to hydrodynamic,laser surface texturing hydrodynamic boundary lubrication regime friction coefficient contact resistance,tribology transactions
experimental investigation of partial laser surface texturing for piston-ring friction reduction,automotive friction piston rings surface texturing testing,tribology transactions
load capacity estimation of foil air journal bearings for oil-free turbomachinery applications,foil air bearings load capacity turbomachinery gas bearings,tribology transactions
prediction of spur gear mechanical power losses using a transient elastohydrodynamic lubrication model,automotive gears mixed ehl traction roughness effects,tribology transactions
optimization and effect of weight fraction of mos2 on the tribological behavior of mg-tic-mos2 hybrid composites,magnesium hybrid composites powder metallurgy dry sliding wear design of experiment,tribology transactions
"study of zinc dialkydithiophosphate antiwear film formation and removal processes, part i: experimental",zinc dithiophosphate antiwear zddp zndtp tribofilm interferometry wear dispersant boundary lubrication,tribology transactions
tribological characteristics of calophyllum inophyllum–based tmp (trimethylolpropane) ester as energy-saving and biodegradable lubricant,tribology trimethylolpropane (tmp) ester friction and wear transesterification biolubricant,tribology transactions
the development of a spacer layer imaging method (slim) for mapping elastohydrodynamic contacts,elastohydrodynamic lubrication optical interferometry surface films/coatings,tribology transactions
"suds, lid, bmps, wsud and more – the evolution and application of terminology surrounding urban drainage",alternative techniques best management practices (bmps) green infrastructure (gi) integrated urban water management (iuwm) joint committee on urban drainage (jcud) low impact development (lid) low impact urban design and development (liudd) source control stormwater control measures (scms) sustainable urban drainage systems (suds) terminology urban drainage urban stormwater management water sensitive urban design (wsud),urban water journal
impacts of impervious surface on watershed hydrology: a review,impervious surface watershed hydrology urbanization runoff,urban water journal
urban flood impact assessment: a state-of-the-art review,urban flooding resilience impact assessment urban water management,urban water journal
a review of methods for leakage management in pipe networks,"distribution system leakage assessment leakage control leakage detection pipe network water distribution systems leakage model, pressure-dependent leakage",urban water journal
recognising barriers to implementation of blue-green infrastructure: a newcastle case study,flood management integrated urban water management suds sustainable urban water management urban water management water sensitive urban design,urban water journal
water services performance: do operational environment and quality factors count?,efficiency operational environment quality of service water supply,urban water journal
system interactions of stormwater management using sustainable urban drainage systems and green infrastructure,sustainable urban drainage systems green infrastructure urban landscape complex urban systems,urban water journal
a review of data-driven approaches for burst detection in water distribution systems,burst detection data-driven water distribution system district metering area uncertainty,urban water journal
a review of residential water conservation tool performance and influences on implementation effectiveness,demand-side management water saving technology water conservation household water demand,urban water journal
modeling the structural deterioration of urban drainage pipes: the state-of-the-art in statistical methods,deterioration models pipe condition sewer statistical models urban drainage,urban water journal
defining green roof detention performance,detention green roof model reservoir routing retention stormwater management,urban water journal
numerical analysis of the transient pressure damping in a single polymeric pipe with a leak,leak detection pressure damping transients transmission mains,urban water journal
three points approach (3pa) for urban flood risk management: a tool to support climate change adaptation through transdisciplinarity and multifunctionality,complexity decision making resilience spatial planning process management water aspects social values,urban water journal
burst detection using hydraulic data from water distribution systems with artificial neural networks,water supply hydraulic sensors artificial neural networks leakage detection field trial,urban water journal
on the use of 1d and coupled 1d-2d modelling approaches for assessment of flood damage in urban areas,urban flood modelling 1d modelling 1d-2d modelling,urban water journal
a high resolution application of a stormwater management model (swmm) using genetic parameter optimization,urban hydrology swmm high spatial resolution parameter sensitivity parameter optimization,urban water journal
stormwater control measure (scm) maintenance considerations to ensure designed functionality,stormwater maintenance inspection lid wsud asset management scms long-term function,urban water journal
quantification of climate change effects on extreme precipitation used for high resolution hydrologic design,extreme events climate change design rainfall,urban water journal
"urban flood resilience planning and management and lessons for the future: a case study of mumbai, india",extreme rainfall urban flooding mumbai drainage system flood resilience,urban water journal
water distribution systems flow monitoring and anomalous event detection: a practical approach,flow measurement; flow patterns outliers pipe burst real water losses water distribution systems,urban water journal
improving the performance of stormwater detention basins by real-time control using rainfall forecasts,dry detention pond hydraulic stress control rainfall forecasts rtc tss removal urban runoff mitigation.,urban water journal
state-of-the-art review of water pipe failure prediction models and applicability to large-diameter mains,water distribution system state-of-the-art reviews infrastructure,urban water journal
urban flood disaster management,urban hydroinformatics digital city disaster management forecasting gis monitoring simulation modelling urban floods flood warning systems,urban water journal
"state-of-the-technology review on water pipe condition, deterioration and failure rate prediction models!",asset management drinking water modeling pipelines risk assessment,urban water journal
